age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y
52,blue-collar,divorced,primary,no,196,yes,yes,unknown,63,1,-1,0,unknown,no
51,management,married,tertiary,no,1355,yes,no,unknown,272,1,-1,0,unknown,no
54,blue-collar,divorced,unknown,no,1545,yes,no,unknown,148,2,-1,0,unknown,no
54,management,single,tertiary,no,0,yes,no,unknown,68,1,-1,0,unknown,no
52,management,married,tertiary,no,575,no,no,unknown,315,1,-1,0,unknown,no
58,retired,married,secondary,no,3909,yes,no,unknown,80,1,-1,0,unknown,no
55,admin.,divorced,secondary,no,873,yes,yes,unknown,131,1,-1,0,unknown,no
53,blue-collar,married,primary,no,358,yes,no,unknown,384,1,-1,0,unknown,no
58,services,married,primary,no,943,yes,no,unknown,243,3,-1,0,unknown,no
57,retired,married,secondary,no,519,yes,no,unknown,393,3,-1,0,unknown,no
59,management,married,tertiary,no,202,yes,no,unknown,128,6,-1,0,unknown,no
51,self-employed,divorced,secondary,no,1291,yes,no,unknown,51,2,-1,0,unknown,no
53,entrepreneur,divorced,unknown,no,4736,yes,no,unknown,676,5,-1,0,unknown,no
54,services,single,secondary,no,559,yes,yes,unknown,242,6,-1,0,unknown,no
51,admin.,married,secondary,no,788,yes,no,unknown,959,6,-1,0,unknown,no
57,technician,divorced,secondary,no,910,yes,no,unknown,183,2,-1,0,unknown,no
61,retired,married,primary,no,296,yes,yes,unknown,323,2,-1,0,unknown,no
54,admin.,married,primary,no,976,yes,no,unknown,137,3,-1,0,unknown,no
58,technician,married,unknown,no,-205,yes,no,unknown,497,2,-1,0,unknown,no
52,admin.,married,secondary,no,70,yes,no,unknown,68,2,-1,0,unknown,no
57,retired,married,primary,no,-171,yes,no,unknown,397,2,-1,0,unknown,no
52,unemployed,married,secondary,no,2251,yes,no,unknown,58,9,-1,0,unknown,no
57,retired,married,unknown,no,316,yes,no,unknown,72,8,-1,0,unknown,no
58,management,divorced,tertiary,no,50,yes,no,unknown,109,4,-1,0,unknown,no
55,unknown,married,secondary,yes,-208,yes,no,unknown,148,2,-1,0,unknown,no
57,services,single,secondary,no,1430,yes,no,unknown,666,5,-1,0,unknown,no
53,services,divorced,secondary,no,43,yes,no,unknown,70,6,-1,0,unknown,no
56,admin.,divorced,primary,no,207,yes,no,unknown,88,4,-1,0,unknown,no
51,blue-collar,married,primary,no,303,yes,no,unknown,87,7,-1,0,unknown,no
51,technician,single,tertiary,no,11222,yes,no,unknown,151,7,-1,0,unknown,no
57,admin.,divorced,secondary,no,-461,yes,yes,unknown,145,8,-1,0,unknown,no
51,blue-collar,married,secondary,no,-92,yes,no,unknown,28,4,-1,0,unknown,no
59,management,divorced,tertiary,no,1611,yes,no,unknown,107,2,-1,0,unknown,no
52,admin.,divorced,secondary,no,2002,no,no,unknown,103,4,-1,0,unknown,no
54,blue-collar,divorced,primary,no,215,yes,no,unknown,71,5,-1,0,unknown,no
59,retired,divorced,secondary,no,284,no,yes,unknown,265,2,-1,0,unknown,no
51,technician,married,secondary,no,1446,yes,no,unknown,84,7,-1,0,unknown,no
60,retired,married,primary,no,1664,yes,no,unknown,142,2,-1,0,unknown,no
57,management,single,secondary,no,137,yes,no,unknown,91,4,-1,0,unknown,no
52,management,divorced,tertiary,no,907,yes,no,unknown,104,2,-1,0,unknown,no
60,housemaid,divorced,secondary,no,387,yes,no,unknown,235,1,-1,0,unknown,no
51,services,married,primary,no,-553,yes,no,unknown,149,8,-1,0,unknown,no
57,management,married,primary,no,-226,yes,no,unknown,272,1,-1,0,unknown,no
58,housemaid,married,primary,no,5278,yes,no,unknown,763,4,-1,0,unknown,no
52,blue-collar,single,secondary,no,510,yes,no,unknown,324,1,-1,0,unknown,no
53,services,married,secondary,no,579,no,no,unknown,1224,7,-1,0,unknown,no
54,blue-collar,divorced,primary,no,138,yes,no,unknown,173,10,-1,0,unknown,no
51,blue-collar,married,secondary,no,568,yes,no,unknown,37,1,-1,0,unknown,no
57,blue-collar,married,primary,no,2892,yes,no,unknown,235,5,-1,0,unknown,no
52,management,married,secondary,no,4096,yes,no,unknown,208,4,-1,0,unknown,no
51,blue-collar,married,unknown,no,226,yes,no,unknown,17,13,-1,0,unknown,no
54,blue-collar,married,secondary,no,2957,yes,no,unknown,392,2,-1,0,unknown,no
52,admin.,divorced,secondary,no,1049,no,yes,unknown,80,6,-1,0,unknown,no
59,blue-collar,married,secondary,no,87,no,no,unknown,65,10,-1,0,unknown,no
52,admin.,married,secondary,no,531,no,no,unknown,222,1,-1,0,unknown,no
56,technician,married,secondary,no,62,no,yes,unknown,243,1,-1,0,unknown,no
55,unknown,married,tertiary,no,0,no,no,unknown,38,1,-1,0,unknown,no
59,housemaid,married,primary,no,0,no,no,unknown,307,1,-1,0,unknown,no
56,retired,divorced,primary,no,0,no,no,unknown,27,1,-1,0,unknown,no
56,technician,married,primary,no,314,yes,yes,unknown,75,1,-1,0,unknown,no
53,retired,married,secondary,no,1630,no,no,unknown,160,1,-1,0,unknown,no
56,unemployed,married,primary,no,882,no,no,unknown,169,1,-1,0,unknown,no
53,housemaid,married,primary,no,1903,no,no,unknown,827,1,-1,0,unknown,no
51,management,divorced,tertiary,no,119,no,no,unknown,112,2,-1,0,unknown,no
60,blue-collar,married,secondary,no,0,no,yes,unknown,124,1,-1,0,unknown,no
54,self-employed,married,secondary,no,153,yes,no,unknown,40,1,-1,0,unknown,no
59,admin.,single,secondary,no,848,no,no,unknown,63,1,-1,0,unknown,no
59,retired,married,secondary,no,56,no,no,unknown,396,1,-1,0,unknown,no
51,admin.,married,secondary,no,0,no,no,unknown,78,1,-1,0,unknown,no
59,unknown,married,unknown,no,3940,no,no,unknown,48,2,-1,0,unknown,no
52,unknown,married,primary,no,8251,no,no,unknown,397,1,-1,0,unknown,no
51,unknown,divorced,unknown,no,1649,no,no,unknown,93,1,-1,0,unknown,no
58,blue-collar,married,secondary,no,590,no,yes,unknown,133,1,-1,0,unknown,no
57,management,married,tertiary,no,561,no,no,unknown,21,1,-1,0,unknown,no
53,management,married,tertiary,no,1619,no,no,unknown,89,1,-1,0,unknown,no
51,admin.,married,primary,no,2281,yes,yes,unknown,163,1,-1,0,unknown,no
53,management,married,tertiary,yes,0,no,yes,unknown,189,1,-1,0,unknown,no
59,retired,married,secondary,no,0,no,no,unknown,812,1,-1,0,unknown,yes
55,retired,divorced,secondary,no,282,yes,no,unknown,99,2,-1,0,unknown,no
52,housemaid,married,primary,no,1340,no,no,unknown,175,1,-1,0,unknown,no
57,technician,married,primary,no,67,no,no,unknown,67,1,-1,0,unknown,no
59,retired,divorced,primary,no,-88,yes,no,unknown,910,2,-1,0,unknown,yes
60,retired,married,secondary,no,8590,no,no,unknown,85,1,-1,0,unknown,no
52,housemaid,married,secondary,no,14363,no,no,unknown,132,1,-1,0,unknown,no
60,housemaid,married,tertiary,no,443,no,no,unknown,60,1,-1,0,unknown,no
58,entrepreneur,married,tertiary,no,853,no,no,unknown,1149,2,-1,0,unknown,yes
56,management,divorced,tertiary,no,41,no,no,unknown,179,1,-1,0,unknown,no
58,retired,divorced,secondary,no,219,no,no,unknown,133,1,-1,0,unknown,no
51,services,married,secondary,no,540,yes,no,unknown,124,2,-1,0,unknown,no
57,management,married,secondary,no,4046,no,yes,unknown,331,1,-1,0,unknown,no
51,unknown,single,unknown,no,0,no,no,unknown,409,1,-1,0,unknown,no
55,retired,divorced,tertiary,no,1218,no,yes,unknown,145,1,-1,0,unknown,no
57,blue-collar,married,primary,no,60,no,no,unknown,90,1,-1,0,unknown,no
59,blue-collar,married,primary,no,3587,no,yes,unknown,118,2,-1,0,unknown,no
60,retired,married,tertiary,no,9397,no,no,unknown,428,1,-1,0,unknown,no
60,management,married,tertiary,no,13360,no,yes,unknown,264,1,-1,0,unknown,no
55,retired,married,primary,no,0,no,no,unknown,272,1,-1,0,unknown,no
56,management,divorced,tertiary,no,982,no,no,unknown,152,1,-1,0,unknown,no
55,housemaid,single,primary,no,0,no,no,unknown,247,1,-1,0,unknown,no
56,blue-collar,married,primary,no,206,no,no,unknown,315,1,-1,0,unknown,no
51,technician,divorced,secondary,no,1,yes,no,unknown,290,1,-1,0,unknown,no
59,housemaid,married,primary,no,495,no,no,unknown,150,2,-1,0,unknown,no
57,housemaid,divorced,primary,no,3063,no,no,unknown,21,1,-1,0,unknown,no
56,retired,married,primary,no,842,no,yes,unknown,108,1,-1,0,unknown,no
59,blue-collar,married,unknown,no,139,no,no,unknown,153,1,-1,0,unknown,no
60,blue-collar,married,secondary,no,40,no,no,unknown,126,2,-1,0,unknown,no
59,unknown,married,primary,no,1470,no,no,unknown,74,1,-1,0,unknown,no
60,retired,married,secondary,no,4820,no,no,unknown,419,1,-1,0,unknown,no
53,unemployed,divorced,secondary,no,1242,no,no,unknown,280,1,-1,0,unknown,no
54,entrepreneur,married,tertiary,no,11464,no,no,unknown,222,1,-1,0,unknown,no
56,management,married,primary,no,7747,no,no,unknown,103,2,-1,0,unknown,no
61,housemaid,married,unknown,no,0,no,no,unknown,118,1,-1,0,unknown,no
53,services,divorced,primary,no,3107,no,no,unknown,152,1,-1,0,unknown,no
53,housemaid,married,primary,no,104,no,yes,unknown,701,1,-1,0,unknown,yes
54,housemaid,divorced,secondary,no,1327,no,no,unknown,115,2,-1,0,unknown,no
58,admin.,married,unknown,no,4318,no,no,unknown,307,2,-1,0,unknown,no
56,housemaid,divorced,primary,yes,1238,no,no,unknown,1558,1,-1,0,unknown,yes
60,blue-collar,married,secondary,no,71,no,no,unknown,185,1,-1,0,unknown,no
55,management,single,tertiary,no,7025,no,no,unknown,139,3,-1,0,unknown,no
51,unemployed,married,primary,no,0,no,no,unknown,23,2,-1,0,unknown,no
55,blue-collar,married,secondary,no,660,no,no,unknown,348,1,-1,0,unknown,no
58,blue-collar,married,secondary,no,0,no,no,unknown,267,2,-1,0,unknown,no
56,retired,married,primary,no,855,no,no,unknown,140,2,-1,0,unknown,no
59,housemaid,married,primary,no,500,no,no,unknown,94,1,-1,0,unknown,no
55,admin.,single,secondary,no,533,no,no,unknown,40,2,-1,0,unknown,no
52,management,married,primary,no,0,no,no,unknown,85,3,-1,0,unknown,no
59,management,married,primary,no,3694,yes,no,unknown,21,10,-1,0,unknown,no
52,management,married,tertiary,no,1111,no,no,unknown,17,1,-1,0,unknown,no
55,retired,married,tertiary,no,2996,no,no,unknown,49,1,-1,0,unknown,no
53,retired,married,secondary,no,1554,no,no,unknown,138,1,-1,0,unknown,no
53,management,married,tertiary,no,652,no,no,unknown,91,1,-1,0,unknown,no
52,services,married,secondary,no,91,yes,no,unknown,175,4,-1,0,unknown,no
59,management,married,primary,no,2269,no,yes,unknown,158,1,-1,0,unknown,no
59,blue-collar,married,primary,no,8562,no,no,unknown,86,2,-1,0,unknown,no
58,retired,married,secondary,no,150,yes,no,unknown,420,4,-1,0,unknown,no
57,self-employed,single,secondary,no,3277,no,no,unknown,127,4,-1,0,unknown,no
55,unemployed,married,tertiary,no,457,yes,no,unknown,61,3,-1,0,unknown,no
53,unknown,married,unknown,no,1347,no,no,unknown,92,2,-1,0,unknown,no
53,entrepreneur,married,primary,no,943,yes,yes,unknown,314,2,-1,0,unknown,no
56,management,married,primary,no,0,no,no,unknown,153,2,-1,0,unknown,no
58,admin.,married,secondary,no,1464,yes,yes,unknown,53,29,-1,0,unknown,no
55,management,married,unknown,no,0,no,no,unknown,353,2,-1,0,unknown,no
51,technician,married,primary,no,223,yes,no,unknown,131,3,-1,0,unknown,no
53,technician,divorced,secondary,no,12,no,no,unknown,150,2,-1,0,unknown,no
58,housemaid,married,primary,no,419,no,yes,unknown,295,3,-1,0,unknown,no
58,blue-collar,married,secondary,no,266,yes,no,unknown,319,6,-1,0,unknown,no
52,self-employed,single,tertiary,no,1623,yes,no,unknown,21,17,-1,0,unknown,no
51,services,married,unknown,no,518,no,no,unknown,312,3,-1,0,unknown,no
57,retired,married,primary,no,3594,no,no,unknown,162,2,-1,0,unknown,no
55,blue-collar,married,primary,no,2171,no,no,unknown,138,2,-1,0,unknown,no
58,admin.,married,primary,no,549,no,no,unknown,82,2,-1,0,unknown,no
57,technician,married,primary,no,0,no,no,unknown,58,8,-1,0,unknown,no
55,management,divorced,secondary,no,394,no,no,unknown,119,3,-1,0,unknown,no
53,blue-collar,married,primary,no,0,yes,no,unknown,285,2,-1,0,unknown,no
51,admin.,married,secondary,no,1699,no,no,unknown,153,2,-1,0,unknown,no
59,management,single,tertiary,no,911,no,yes,unknown,172,2,-1,0,unknown,no
52,blue-collar,married,primary,no,-133,no,no,unknown,96,2,-1,0,unknown,no
52,management,married,secondary,no,3258,no,no,unknown,234,3,-1,0,unknown,no
58,technician,married,primary,yes,-247,no,no,unknown,179,1,-1,0,unknown,no
56,management,divorced,tertiary,no,0,no,no,unknown,463,4,-1,0,unknown,no
60,technician,divorced,secondary,no,0,no,no,unknown,105,1,-1,0,unknown,no
51,management,married,tertiary,no,12,no,no,unknown,90,4,-1,0,unknown,no
56,services,married,primary,no,444,yes,no,unknown,432,1,-1,0,unknown,no
52,housemaid,married,primary,no,1837,no,no,unknown,118,1,-1,0,unknown,no
60,retired,married,secondary,no,-1110,yes,no,unknown,143,2,-1,0,unknown,no
54,entrepreneur,married,secondary,no,2791,no,no,unknown,94,1,-1,0,unknown,no
54,management,married,tertiary,no,884,yes,no,unknown,91,1,-1,0,unknown,no
51,self-employed,married,primary,no,10,no,no,unknown,513,3,-1,0,unknown,no
58,unknown,married,tertiary,no,4150,no,no,unknown,363,1,-1,0,unknown,no
51,management,married,tertiary,no,9796,no,yes,unknown,110,1,-1,0,unknown,no
53,management,married,tertiary,no,6408,no,no,unknown,29,1,-1,0,unknown,no
56,management,married,tertiary,no,3039,no,no,unknown,420,2,-1,0,unknown,no
56,unknown,divorced,unknown,no,2152,no,no,unknown,67,1,-1,0,unknown,no
60,housemaid,married,primary,no,161,no,no,unknown,183,1,-1,0,unknown,no
58,entrepreneur,married,primary,no,1657,no,no,unknown,172,2,-1,0,unknown,no
60,technician,married,tertiary,no,0,no,no,unknown,320,1,-1,0,unknown,no
58,technician,divorced,secondary,no,797,yes,no,unknown,134,2,-1,0,unknown,no
54,services,single,secondary,no,492,no,no,unknown,330,1,-1,0,unknown,no
58,management,divorced,tertiary,no,1266,no,yes,unknown,164,1,-1,0,unknown,no
53,retired,married,primary,no,2010,no,yes,unknown,182,1,-1,0,unknown,no
51,entrepreneur,married,tertiary,no,5403,no,no,unknown,42,1,-1,0,unknown,no
51,housemaid,married,primary,no,1521,no,no,unknown,24,1,-1,0,unknown,no
60,retired,married,primary,no,22018,no,no,unknown,177,2,-1,0,unknown,no
55,blue-collar,divorced,secondary,no,4053,no,no,unknown,182,2,-1,0,unknown,no
59,housemaid,divorced,secondary,no,45141,no,no,unknown,42,1,-1,0,unknown,no
53,blue-collar,married,secondary,no,66,no,no,unknown,360,2,-1,0,unknown,no
59,housemaid,divorced,primary,no,3180,no,no,unknown,28,1,-1,0,unknown,no
60,self-employed,married,secondary,no,0,no,no,unknown,97,1,-1,0,unknown,no
52,self-employed,married,secondary,no,9,no,yes,unknown,44,1,-1,0,unknown,no
57,blue-collar,married,primary,no,679,yes,no,unknown,78,3,-1,0,unknown,no
59,admin.,married,secondary,no,1001,no,no,unknown,175,2,-1,0,unknown,no
56,technician,married,secondary,no,359,yes,no,unknown,220,4,-1,0,unknown,no
54,self-employed,divorced,primary,no,351,yes,no,unknown,642,2,-1,0,unknown,yes
53,blue-collar,married,secondary,no,0,no,no,unknown,650,1,-1,0,unknown,no
59,self-employed,married,tertiary,no,10360,no,no,unknown,37,1,-1,0,unknown,no
52,blue-collar,married,primary,no,4793,yes,no,unknown,176,2,-1,0,unknown,no
56,unemployed,divorced,secondary,no,763,no,no,unknown,181,2,-1,0,unknown,no
52,self-employed,married,tertiary,no,1088,yes,no,unknown,217,2,-1,0,unknown,no
53,entrepreneur,married,unknown,no,19850,no,no,unknown,86,1,-1,0,unknown,no
51,self-employed,married,primary,no,8313,no,no,unknown,185,1,-1,0,unknown,no
59,retired,married,primary,yes,-488,no,yes,unknown,247,1,-1,0,unknown,no
55,services,divorced,primary,no,653,no,no,unknown,800,1,-1,0,unknown,no
56,housemaid,divorced,tertiary,no,1059,no,yes,unknown,57,2,-1,0,unknown,no
53,housemaid,single,tertiary,no,3275,no,no,unknown,527,2,-1,0,unknown,no
56,retired,divorced,tertiary,no,2774,no,no,unknown,1288,3,-1,0,unknown,no
53,technician,married,secondary,no,480,no,no,unknown,648,2,-1,0,unknown,yes
55,housemaid,married,primary,no,1870,no,no,unknown,152,1,-1,0,unknown,no
54,management,married,unknown,no,1960,no,no,unknown,13,5,-1,0,unknown,no
58,blue-collar,married,secondary,no,4053,no,no,unknown,160,2,-1,0,unknown,no
52,retired,married,secondary,no,1956,no,no,unknown,384,2,-1,0,unknown,no
56,unemployed,divorced,tertiary,no,832,no,no,unknown,36,2,-1,0,unknown,no
51,technician,married,secondary,no,176,no,no,unknown,217,4,-1,0,unknown,no
58,housemaid,married,primary,no,935,yes,no,unknown,272,2,-1,0,unknown,no
58,entrepreneur,married,primary,no,52499,no,no,unknown,198,2,-1,0,unknown,no
60,housemaid,married,unknown,no,10285,no,no,unknown,174,2,-1,0,unknown,no
57,entrepreneur,married,tertiary,no,958,no,no,unknown,250,2,-1,0,unknown,no
51,management,married,tertiary,no,21574,no,no,unknown,197,3,-1,0,unknown,no
52,retired,married,unknown,no,3303,no,no,unknown,33,1,-1,0,unknown,no
59,retired,married,secondary,no,444,yes,no,unknown,137,1,-1,0,unknown,no
52,services,married,secondary,no,1386,no,no,unknown,100,1,-1,0,unknown,no
59,retired,divorced,primary,no,40,no,no,unknown,108,1,-1,0,unknown,no
54,housemaid,married,secondary,no,378,no,no,unknown,371,2,-1,0,unknown,no
53,management,married,unknown,no,12001,no,no,unknown,207,1,-1,0,unknown,no
54,housemaid,single,unknown,no,6020,no,no,unknown,24,1,-1,0,unknown,no
53,technician,married,primary,no,44,no,no,unknown,256,1,-1,0,unknown,no
57,entrepreneur,married,tertiary,no,1114,no,no,unknown,139,2,-1,0,unknown,no
51,housemaid,married,primary,no,1275,no,no,unknown,92,1,-1,0,unknown,no
53,retired,married,secondary,no,1300,no,no,unknown,420,1,-1,0,unknown,no
54,blue-collar,divorced,secondary,no,218,no,no,unknown,514,2,-1,0,unknown,no
57,retired,married,secondary,no,3783,yes,no,unknown,198,3,-1,0,unknown,no
57,housemaid,married,primary,no,7082,no,no,unknown,69,3,-1,0,unknown,no
55,entrepreneur,divorced,tertiary,no,0,no,no,unknown,108,2,-1,0,unknown,no
58,retired,married,secondary,no,2836,no,no,unknown,248,2,-1,0,unknown,no
53,management,married,tertiary,no,7067,no,no,unknown,82,3,-1,0,unknown,no
52,technician,married,secondary,no,-38,no,no,unknown,613,1,-1,0,unknown,no
53,housemaid,married,primary,no,5098,yes,no,unknown,155,3,-1,0,unknown,no
58,management,single,unknown,no,1873,no,no,unknown,49,2,-1,0,unknown,no
57,technician,divorced,secondary,no,204,no,no,unknown,97,5,-1,0,unknown,no
60,management,married,secondary,no,130,no,no,unknown,151,1,-1,0,unknown,no
53,retired,divorced,secondary,yes,-200,no,yes,unknown,161,1,-1,0,unknown,no
52,management,divorced,tertiary,no,590,no,no,unknown,354,5,-1,0,unknown,no
60,retired,married,secondary,no,2586,no,no,unknown,150,4,-1,0,unknown,no
52,housemaid,single,tertiary,no,0,no,no,unknown,431,2,-1,0,unknown,no
58,retired,married,secondary,no,610,yes,no,unknown,651,1,-1,0,unknown,no
60,technician,married,secondary,no,0,yes,no,unknown,280,3,-1,0,unknown,no
60,retired,married,secondary,no,1420,yes,yes,unknown,39,4,-1,0,unknown,no
57,unknown,married,secondary,no,2,no,no,unknown,112,4,-1,0,unknown,no
56,unemployed,married,secondary,no,660,yes,no,unknown,72,3,-1,0,unknown,no
51,blue-collar,married,secondary,no,502,no,no,unknown,93,2,-1,0,unknown,no
60,blue-collar,divorced,primary,no,92,yes,no,unknown,70,3,-1,0,unknown,no
59,unknown,single,secondary,no,3237,no,no,unknown,100,3,-1,0,unknown,no
58,blue-collar,married,primary,no,9200,no,no,unknown,233,2,-1,0,unknown,no
58,unknown,single,secondary,no,311,no,no,unknown,248,2,-1,0,unknown,no
52,housemaid,married,primary,no,0,no,no,unknown,235,3,-1,0,unknown,no
60,management,married,primary,no,295,no,no,unknown,126,4,-1,0,unknown,no
54,self-employed,divorced,tertiary,no,3952,no,no,unknown,28,6,-1,0,unknown,no
53,retired,married,primary,no,17,no,yes,unknown,104,2,-1,0,unknown,no
51,retired,divorced,tertiary,no,126,no,yes,unknown,152,1,-1,0,unknown,no
59,blue-collar,married,secondary,no,0,no,no,unknown,135,1,-1,0,unknown,no
55,blue-collar,married,unknown,no,7561,no,no,unknown,685,3,-1,0,unknown,yes
52,unknown,married,primary,no,547,no,no,unknown,33,2,-1,0,unknown,no
54,admin.,divorced,primary,no,0,no,no,unknown,127,1,-1,0,unknown,no
53,retired,divorced,primary,no,2997,no,no,unknown,162,1,-1,0,unknown,no
56,technician,married,secondary,no,992,no,no,unknown,123,1,-1,0,unknown,no
57,technician,married,secondary,no,93,no,no,unknown,82,2,-1,0,unknown,no
51,retired,married,primary,no,610,no,no,unknown,86,2,-1,0,unknown,no
59,housemaid,married,secondary,no,345,no,no,unknown,38,1,-1,0,unknown,no
57,services,married,secondary,no,1166,no,no,unknown,106,1,-1,0,unknown,no
53,unknown,married,secondary,no,16,no,no,unknown,100,1,-1,0,unknown,no
59,housemaid,married,primary,no,0,no,no,unknown,332,1,-1,0,unknown,no
58,housemaid,married,tertiary,no,1280,no,yes,unknown,112,1,-1,0,unknown,no
58,housemaid,married,primary,no,2348,no,no,unknown,226,1,-1,0,unknown,no
58,housemaid,married,primary,no,258,no,no,unknown,174,1,-1,0,unknown,no
58,management,divorced,tertiary,no,5,yes,no,unknown,412,1,-1,0,unknown,no
51,self-employed,married,tertiary,no,150,no,no,unknown,146,1,-1,0,unknown,no
59,retired,married,unknown,no,1491,no,no,unknown,157,2,-1,0,unknown,no
51,services,married,secondary,no,-467,no,no,unknown,216,5,-1,0,unknown,no
54,housemaid,divorced,primary,no,215,no,yes,unknown,117,2,-1,0,unknown,no
56,technician,single,tertiary,no,917,no,no,unknown,306,1,-1,0,unknown,no
52,housemaid,divorced,primary,no,3899,no,no,unknown,49,1,-1,0,unknown,no
56,admin.,married,secondary,no,2146,no,yes,unknown,594,1,-1,0,unknown,no
58,entrepreneur,married,tertiary,no,2920,yes,no,unknown,136,1,-1,0,unknown,no
53,management,divorced,primary,no,443,no,no,unknown,422,1,-1,0,unknown,no
53,retired,single,primary,no,0,no,no,unknown,114,1,-1,0,unknown,no
54,management,married,tertiary,yes,153,no,no,unknown,99,3,-1,0,unknown,no
58,retired,married,secondary,no,630,no,no,unknown,443,2,-1,0,unknown,no
57,housemaid,married,primary,no,0,no,no,unknown,257,2,-1,0,unknown,no
57,unemployed,married,primary,no,0,no,no,unknown,540,1,-1,0,unknown,no
56,blue-collar,married,primary,no,547,no,no,unknown,84,1,-1,0,unknown,no
57,blue-collar,married,primary,no,179,no,no,unknown,230,3,-1,0,unknown,no
53,technician,divorced,secondary,yes,-896,no,yes,unknown,452,1,-1,0,unknown,no
56,management,married,secondary,no,819,no,no,unknown,55,1,-1,0,unknown,no
55,management,married,secondary,no,8592,no,no,unknown,255,1,-1,0,unknown,no
59,retired,married,secondary,no,1173,no,no,unknown,77,2,-1,0,unknown,no
60,management,married,unknown,no,2508,no,no,unknown,91,1,-1,0,unknown,no
57,technician,divorced,secondary,no,164,no,no,unknown,139,2,-1,0,unknown,no
58,self-employed,divorced,tertiary,no,1382,no,no,unknown,700,1,-1,0,unknown,yes
59,retired,divorced,tertiary,no,1197,yes,no,unknown,329,4,-1,0,unknown,no
54,entrepreneur,married,secondary,no,0,no,no,unknown,96,1,-1,0,unknown,no
60,housemaid,divorced,primary,no,1190,no,no,unknown,166,1,-1,0,unknown,no
51,admin.,married,unknown,no,3558,yes,no,unknown,80,3,-1,0,unknown,no
55,technician,single,unknown,no,776,no,no,unknown,67,1,-1,0,unknown,no
53,management,married,primary,no,2096,no,no,unknown,104,1,-1,0,unknown,no
57,blue-collar,married,secondary,no,5553,no,yes,unknown,589,1,-1,0,unknown,no
58,housemaid,married,primary,no,422,no,no,unknown,183,1,-1,0,unknown,no
53,blue-collar,married,secondary,no,1626,no,no,unknown,151,1,-1,0,unknown,no
59,blue-collar,divorced,primary,no,1320,no,no,unknown,522,1,-1,0,unknown,no
51,technician,married,tertiary,no,1057,no,no,unknown,149,2,-1,0,unknown,no
52,housemaid,married,secondary,no,3034,no,no,unknown,206,2,-1,0,unknown,no
55,management,married,primary,no,229,no,yes,unknown,175,3,-1,0,unknown,no
57,housemaid,married,primary,no,473,no,no,unknown,87,1,-1,0,unknown,no
60,management,married,primary,no,4895,no,no,unknown,313,1,-1,0,unknown,no
53,blue-collar,divorced,primary,no,4222,no,no,unknown,112,1,-1,0,unknown,no
56,services,divorced,secondary,no,450,no,no,unknown,47,1,-1,0,unknown,no
52,management,divorced,secondary,no,944,no,yes,unknown,119,1,-1,0,unknown,no
52,admin.,married,secondary,no,1004,yes,no,unknown,144,1,-1,0,unknown,no
51,housemaid,divorced,primary,no,3982,no,no,unknown,23,1,-1,0,unknown,no
58,management,married,secondary,no,835,no,no,unknown,164,1,-1,0,unknown,no
52,retired,married,secondary,no,603,no,yes,unknown,79,1,-1,0,unknown,no
57,housemaid,divorced,primary,no,0,no,no,unknown,97,1,-1,0,unknown,no
52,retired,married,primary,no,537,no,no,unknown,85,1,-1,0,unknown,no
52,housemaid,married,primary,no,5137,no,no,unknown,199,1,-1,0,unknown,no
51,blue-collar,married,primary,no,0,no,no,unknown,166,2,-1,0,unknown,no
55,management,married,secondary,no,190,no,no,unknown,271,2,-1,0,unknown,no
52,unemployed,married,secondary,no,-9,no,no,unknown,123,1,-1,0,unknown,no
57,blue-collar,married,primary,no,0,no,no,unknown,73,2,-1,0,unknown,no
60,retired,married,tertiary,no,2261,no,no,unknown,245,1,-1,0,unknown,no
55,housemaid,married,primary,no,2603,no,no,unknown,559,1,-1,0,unknown,no
54,management,married,tertiary,no,2226,yes,no,unknown,514,3,-1,0,unknown,no
56,management,married,primary,no,1172,no,no,unknown,91,3,-1,0,unknown,no
57,unemployed,married,primary,no,7880,no,no,unknown,318,2,-1,0,unknown,no
57,entrepreneur,married,primary,no,1153,yes,yes,unknown,238,6,-1,0,unknown,no
60,retired,married,primary,no,17413,no,no,unknown,200,1,-1,0,unknown,no
60,blue-collar,married,primary,no,4903,no,yes,unknown,290,1,-1,0,unknown,no
56,services,married,secondary,no,4309,yes,no,unknown,465,6,-1,0,unknown,no
57,housemaid,married,primary,no,3570,no,no,unknown,233,2,-1,0,unknown,no
57,management,married,primary,no,595,no,no,unknown,188,2,-1,0,unknown,no
59,management,married,secondary,no,1321,no,no,unknown,3881,3,-1,0,unknown,yes
56,blue-collar,divorced,primary,no,3021,no,no,unknown,419,2,-1,0,unknown,no
52,blue-collar,married,primary,no,2,no,no,unknown,70,3,-1,0,unknown,no
51,admin.,divorced,secondary,no,2717,no,no,unknown,559,2,-1,0,unknown,no
58,blue-collar,married,secondary,no,25,no,no,unknown,486,3,-1,0,unknown,yes
51,management,married,secondary,no,0,no,no,unknown,224,3,-1,0,unknown,no
56,blue-collar,married,primary,no,197,no,no,unknown,258,2,-1,0,unknown,no
59,housemaid,married,primary,no,5501,no,no,unknown,172,4,-1,0,unknown,no
52,blue-collar,married,secondary,no,-519,yes,no,unknown,442,8,-1,0,unknown,yes
56,management,divorced,tertiary,no,1016,yes,no,unknown,184,5,-1,0,unknown,no
