age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y
20,student,single,secondary,no,-322,yes,no,unknown,73,4,-1,0,unknown,no
29,blue-collar,single,secondary,no,908,yes,no,unknown,1663,1,-1,0,unknown,yes
30,admin.,married,secondary,no,685,yes,no,unknown,25,3,-1,0,unknown,no
24,technician,single,primary,no,126,yes,no,unknown,10,58,-1,0,unknown,no
29,admin.,single,secondary,no,-498,yes,no,unknown,17,14,-1,0,unknown,no
24,unemployed,single,tertiary,no,39,yes,no,unknown,15,3,-1,0,unknown,no
29,technician,single,secondary,no,142,yes,yes,unknown,312,2,-1,0,unknown,no
27,blue-collar,single,primary,no,553,yes,no,unknown,157,3,-1,0,unknown,no
29,management,single,tertiary,no,1422,yes,yes,unknown,29,27,-1,0,unknown,no
30,technician,single,secondary,no,157,yes,no,unknown,74,3,-1,0,unknown,no
24,management,married,secondary,no,867,yes,no,unknown,546,10,-1,0,unknown,yes
30,admin.,married,secondary,no,-1049,yes,no,unknown,160,2,-1,0,unknown,no
28,management,single,secondary,no,311,yes,no,unknown,23,13,-1,0,unknown,no
23,services,married,secondary,no,-19,yes,no,unknown,13,10,-1,0,unknown,no
26,student,single,secondary,no,715,yes,no,unknown,31,10,-1,0,unknown,no
29,admin.,single,tertiary,no,507,yes,no,unknown,20,33,-1,0,unknown,no
30,admin.,married,secondary,no,4,no,no,unknown,7,2,-1,0,unknown,no
26,technician,single,secondary,no,1275,yes,no,unknown,18,9,-1,0,unknown,no
25,blue-collar,single,secondary,no,94,yes,yes,unknown,22,16,-1,0,unknown,no
30,management,married,tertiary,no,-250,yes,no,unknown,11,6,-1,0,unknown,no
28,blue-collar,single,secondary,no,-267,yes,no,unknown,86,4,-1,0,unknown,no
25,services,single,secondary,no,3856,yes,no,unknown,16,28,-1,0,unknown,no
29,blue-collar,married,secondary,no,1661,yes,no,unknown,123,2,-1,0,unknown,no
27,blue-collar,single,secondary,yes,-27,no,no,unknown,498,2,-1,0,unknown,yes
26,admin.,single,primary,no,-122,yes,no,unknown,670,3,-1,0,unknown,yes
26,blue-collar,married,secondary,no,490,yes,no,unknown,82,5,-1,0,unknown,no
22,technician,single,secondary,no,4659,yes,no,unknown,53,4,-1,0,unknown,no
25,blue-collar,single,secondary,no,-350,yes,no,unknown,95,3,-1,0,unknown,no
29,blue-collar,single,secondary,yes,-580,yes,no,unknown,123,2,-1,0,unknown,no
25,blue-collar,single,primary,no,52,yes,no,unknown,528,2,-1,0,unknown,yes
25,entrepreneur,single,tertiary,no,0,no,no,unknown,347,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,214,yes,yes,unknown,372,5,-1,0,unknown,no
29,blue-collar,divorced,secondary,no,0,yes,no,unknown,281,3,-1,0,unknown,no
29,management,single,tertiary,no,42,yes,no,unknown,91,4,-1,0,unknown,no
27,blue-collar,married,tertiary,no,335,yes,no,unknown,519,3,-1,0,unknown,yes
30,technician,married,tertiary,no,526,yes,yes,unknown,677,3,-1,0,unknown,yes
28,blue-collar,married,primary,no,702,yes,no,unknown,318,2,-1,0,unknown,no
28,management,single,tertiary,no,282,yes,no,unknown,301,4,-1,0,unknown,no
30,services,single,secondary,no,1881,no,yes,unknown,29,1,-1,0,unknown,no
22,blue-collar,married,secondary,no,-295,yes,no,unknown,150,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,196,yes,no,unknown,176,7,-1,0,unknown,no
25,admin.,single,secondary,no,681,yes,no,unknown,105,3,-1,0,unknown,no
26,technician,single,secondary,no,-266,no,yes,unknown,667,3,-1,0,unknown,no
28,admin.,single,secondary,no,-7,no,yes,unknown,3183,2,-1,0,unknown,yes
25,blue-collar,single,primary,no,6100,yes,no,unknown,45,2,-1,0,unknown,no
27,blue-collar,married,primary,no,-413,no,yes,unknown,422,6,-1,0,unknown,yes
27,technician,married,secondary,no,594,yes,no,unknown,433,4,-1,0,unknown,no
30,services,single,secondary,no,1487,no,yes,unknown,207,3,-1,0,unknown,no
29,technician,married,tertiary,no,-722,no,yes,unknown,121,4,-1,0,unknown,no
30,blue-collar,married,primary,no,62,no,no,unknown,213,1,-1,0,unknown,no
26,blue-collar,married,secondary,no,1128,yes,yes,unknown,111,3,-1,0,unknown,no
21,blue-collar,single,secondary,no,820,yes,no,unknown,302,2,-1,0,unknown,no
25,blue-collar,single,unknown,no,373,yes,no,unknown,634,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,1131,yes,yes,unknown,148,5,-1,0,unknown,no
28,services,married,secondary,no,4,yes,no,unknown,133,5,-1,0,unknown,no
29,admin.,single,secondary,no,11,no,no,unknown,326,1,-1,0,unknown,no
24,services,single,secondary,no,11,yes,no,unknown,114,4,-1,0,unknown,no
24,management,single,secondary,no,653,yes,no,unknown,247,3,-1,0,unknown,no
27,services,married,secondary,no,511,yes,no,unknown,85,5,-1,0,unknown,no
26,services,single,secondary,no,-72,yes,no,unknown,82,9,-1,0,unknown,no
28,self-employed,single,secondary,no,-395,yes,no,unknown,141,4,-1,0,unknown,no
27,blue-collar,single,primary,no,1128,yes,no,unknown,88,4,-1,0,unknown,no
30,blue-collar,married,secondary,no,365,no,no,unknown,381,4,-1,0,unknown,no
29,services,single,unknown,no,33,no,no,unknown,161,1,-1,0,unknown,no
29,services,single,secondary,no,1357,no,yes,unknown,200,1,-1,0,unknown,no
30,management,married,tertiary,no,49,yes,yes,unknown,359,1,-1,0,unknown,no
28,technician,single,tertiary,no,415,no,no,unknown,86,1,-1,0,unknown,no
29,self-employed,single,tertiary,no,392,no,yes,unknown,135,1,-1,0,unknown,no
29,technician,married,tertiary,no,975,no,no,unknown,56,1,-1,0,unknown,no
26,technician,divorced,tertiary,no,-70,no,yes,unknown,1992,2,-1,0,unknown,no
27,technician,single,secondary,no,158,no,no,unknown,650,2,-1,0,unknown,yes
22,student,single,secondary,no,280,yes,no,unknown,63,4,-1,0,unknown,no
30,admin.,married,tertiary,no,1717,no,yes,unknown,218,2,-1,0,unknown,no
29,technician,single,tertiary,no,101,no,no,unknown,143,4,-1,0,unknown,no
30,services,single,secondary,yes,0,no,yes,unknown,95,3,-1,0,unknown,no
27,admin.,single,secondary,no,585,no,no,unknown,269,3,-1,0,unknown,no
26,services,married,secondary,no,549,no,no,unknown,149,1,-1,0,unknown,no
27,admin.,divorced,secondary,no,2,no,yes,unknown,472,1,-1,0,unknown,no
29,blue-collar,single,primary,no,145,no,no,unknown,452,1,-1,0,unknown,no
29,services,single,secondary,no,84,no,yes,unknown,587,3,-1,0,unknown,yes
30,management,single,tertiary,no,0,no,yes,unknown,88,1,-1,0,unknown,no
29,services,single,secondary,no,695,no,no,unknown,97,1,-1,0,unknown,no
27,admin.,married,secondary,no,-435,no,no,unknown,935,2,-1,0,unknown,no
30,entrepreneur,married,tertiary,no,-130,yes,yes,unknown,194,2,-1,0,unknown,no
30,services,single,tertiary,no,0,no,no,unknown,71,1,-1,0,unknown,no
30,technician,single,secondary,no,656,no,yes,unknown,523,1,-1,0,unknown,no
26,blue-collar,married,secondary,no,128,no,no,unknown,355,1,-1,0,unknown,no
25,management,single,tertiary,no,115,no,yes,unknown,60,1,-1,0,unknown,no
26,admin.,married,secondary,no,-401,yes,yes,unknown,246,1,-1,0,unknown,no
30,blue-collar,married,primary,no,5956,yes,yes,unknown,538,1,-1,0,unknown,no
24,admin.,single,secondary,no,-346,yes,no,unknown,164,2,-1,0,unknown,no
26,blue-collar,married,secondary,no,115,yes,no,unknown,46,3,-1,0,unknown,no
27,services,single,secondary,no,243,no,yes,unknown,253,1,-1,0,unknown,no
28,admin.,single,secondary,no,1143,yes,yes,unknown,260,3,-1,0,unknown,no
29,services,married,primary,no,-102,no,no,unknown,134,1,-1,0,unknown,no
25,unemployed,single,secondary,no,34,no,yes,unknown,316,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,-333,no,yes,unknown,692,1,-1,0,unknown,no
29,admin.,single,secondary,no,2802,no,yes,unknown,840,2,-1,0,unknown,no
30,admin.,single,tertiary,no,218,no,no,unknown,137,2,-1,0,unknown,no
28,admin.,married,secondary,no,934,yes,no,unknown,53,2,-1,0,unknown,no
26,technician,single,tertiary,no,36,no,yes,unknown,502,2,-1,0,unknown,no
29,services,single,primary,no,339,no,no,unknown,1576,3,-1,0,unknown,yes
26,blue-collar,single,secondary,no,177,no,yes,unknown,235,1,-1,0,unknown,no
27,management,single,secondary,no,35,no,no,cellular,255,1,-1,0,unknown,no
27,technician,single,secondary,no,126,yes,yes,cellular,436,4,-1,0,unknown,no
28,blue-collar,single,secondary,no,-127,yes,no,cellular,1044,3,-1,0,unknown,yes
29,blue-collar,single,primary,no,343,no,no,cellular,39,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,192,no,no,telephone,112,2,-1,0,unknown,no
30,admin.,married,secondary,no,215,no,yes,cellular,95,2,-1,0,unknown,no
28,services,single,secondary,no,-116,no,yes,cellular,276,1,-1,0,unknown,no
30,services,married,secondary,no,137,no,no,cellular,407,1,-1,0,unknown,no
30,services,single,secondary,no,0,yes,no,cellular,161,2,-1,0,unknown,no
27,admin.,single,secondary,no,450,yes,no,cellular,107,3,-1,0,unknown,no
27,management,single,secondary,no,1609,yes,no,cellular,360,3,-1,0,unknown,no
25,blue-collar,married,primary,no,0,no,no,cellular,64,1,-1,0,unknown,no
27,services,single,secondary,no,266,no,yes,cellular,232,1,-1,0,unknown,no
30,services,married,secondary,no,-134,yes,yes,cellular,61,1,-1,0,unknown,no
28,management,single,tertiary,no,0,no,no,cellular,94,1,-1,0,unknown,no
27,blue-collar,single,secondary,no,77,no,yes,cellular,497,1,-1,0,unknown,no
29,admin.,married,secondary,no,488,no,yes,cellular,223,1,-1,0,unknown,no
26,services,married,secondary,no,-236,yes,yes,cellular,459,1,-1,0,unknown,no
28,housemaid,single,primary,no,332,no,no,cellular,385,1,-1,0,unknown,no
30,management,single,tertiary,no,0,no,no,cellular,240,1,-1,0,unknown,no
29,services,married,tertiary,no,0,no,yes,cellular,158,1,-1,0,unknown,no
29,blue-collar,married,primary,no,0,yes,no,telephone,256,15,-1,0,unknown,no
29,blue-collar,married,primary,no,57,no,yes,cellular,461,1,-1,0,unknown,no
25,technician,single,tertiary,no,437,no,yes,cellular,121,1,-1,0,unknown,no
28,technician,single,secondary,no,909,no,yes,cellular,532,1,-1,0,unknown,yes
26,blue-collar,single,secondary,no,428,no,yes,cellular,575,1,-1,0,unknown,no
27,management,married,tertiary,no,54,yes,yes,cellular,72,1,-1,0,unknown,no
27,services,married,secondary,no,221,no,yes,cellular,554,1,-1,0,unknown,no
29,blue-collar,single,primary,no,161,no,yes,cellular,295,1,-1,0,unknown,no
30,admin.,married,primary,no,40,yes,yes,cellular,174,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,123,no,yes,cellular,209,1,-1,0,unknown,no
27,technician,married,secondary,no,-428,no,no,cellular,451,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,-42,no,no,cellular,86,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,218,no,yes,cellular,448,1,-1,0,unknown,no
29,services,married,secondary,no,123,no,yes,cellular,151,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,247,no,yes,cellular,199,1,-1,0,unknown,no
29,technician,married,secondary,no,-28,no,no,cellular,531,1,-1,0,unknown,no
29,blue-collar,married,primary,no,707,no,no,cellular,210,1,-1,0,unknown,no
26,technician,divorced,tertiary,no,278,yes,yes,cellular,1467,1,-1,0,unknown,no
29,services,married,secondary,no,-597,no,no,cellular,500,2,-1,0,unknown,no
27,management,single,tertiary,no,338,no,yes,cellular,535,1,-1,0,unknown,no
28,blue-collar,married,primary,no,-196,no,no,cellular,209,1,-1,0,unknown,no
30,management,single,secondary,no,269,no,yes,cellular,1165,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,913,yes,no,cellular,113,4,-1,0,unknown,no
30,unemployed,married,secondary,no,85,yes,yes,cellular,88,1,-1,0,unknown,no
25,services,single,secondary,no,111,no,yes,cellular,316,1,-1,0,unknown,no
26,blue-collar,single,secondary,yes,-8019,no,yes,cellular,299,3,-1,0,unknown,no
25,technician,single,tertiary,no,226,no,no,cellular,366,2,-1,0,unknown,no
26,admin.,married,secondary,no,383,yes,yes,cellular,238,2,-1,0,unknown,no
28,admin.,single,secondary,no,1507,no,no,cellular,92,1,-1,0,unknown,no
28,services,single,secondary,no,198,no,no,cellular,159,1,-1,0,unknown,no
25,services,single,secondary,no,402,no,yes,cellular,264,1,-1,0,unknown,no
27,admin.,single,secondary,no,145,no,yes,cellular,95,3,-1,0,unknown,no
25,blue-collar,married,primary,no,0,no,no,cellular,116,1,-1,0,unknown,no
28,unemployed,single,secondary,yes,-1270,no,yes,telephone,237,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,-305,yes,yes,cellular,263,1,-1,0,unknown,no
28,technician,single,secondary,no,1581,no,yes,cellular,576,2,-1,0,unknown,no
30,technician,married,tertiary,no,101,yes,yes,cellular,187,3,-1,0,unknown,no
29,blue-collar,single,secondary,no,218,no,no,cellular,255,2,-1,0,unknown,no
30,admin.,single,secondary,no,52,no,yes,cellular,422,1,-1,0,unknown,no
27,blue-collar,single,primary,no,1659,no,yes,cellular,447,3,-1,0,unknown,no
27,blue-collar,married,secondary,no,102,no,yes,cellular,159,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,6,no,yes,telephone,360,3,-1,0,unknown,no
27,management,single,tertiary,no,1117,yes,no,cellular,416,4,-1,0,unknown,no
28,self-employed,married,secondary,no,-228,yes,yes,cellular,164,3,-1,0,unknown,no
28,blue-collar,married,secondary,no,619,no,no,telephone,327,2,-1,0,unknown,no
25,blue-collar,married,secondary,no,267,no,no,cellular,422,2,-1,0,unknown,no
27,services,married,secondary,no,379,no,yes,cellular,269,2,-1,0,unknown,no
30,services,single,secondary,no,148,no,yes,cellular,482,3,-1,0,unknown,no
28,student,single,secondary,no,305,no,no,cellular,625,1,-1,0,unknown,no
25,unknown,single,secondary,no,3,no,no,cellular,136,1,-1,0,unknown,no
25,technician,single,secondary,no,-55,yes,yes,cellular,242,1,-1,0,unknown,no
27,blue-collar,married,primary,no,52,no,yes,cellular,185,1,-1,0,unknown,no
25,blue-collar,single,secondary,no,495,no,no,cellular,131,3,-1,0,unknown,no
30,admin.,single,secondary,no,312,no,no,cellular,188,1,-1,0,unknown,no
28,admin.,married,secondary,no,54,no,yes,cellular,226,1,-1,0,unknown,no
26,entrepreneur,married,secondary,no,-306,no,yes,cellular,342,1,-1,0,unknown,no
29,admin.,single,secondary,no,210,no,yes,cellular,140,1,-1,0,unknown,no
28,admin.,single,secondary,no,551,no,yes,cellular,161,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,5,no,no,telephone,54,3,-1,0,unknown,no
29,blue-collar,single,primary,no,170,yes,no,cellular,216,1,-1,0,unknown,no
27,management,single,tertiary,no,136,no,yes,cellular,146,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,476,no,no,cellular,306,1,-1,0,unknown,no
28,self-employed,single,tertiary,no,226,no,yes,cellular,191,1,-1,0,unknown,no
26,admin.,single,secondary,no,-378,no,yes,cellular,165,1,-1,0,unknown,no
26,management,single,tertiary,no,122,no,yes,cellular,160,1,-1,0,unknown,no
27,services,married,primary,no,-90,no,yes,cellular,175,1,-1,0,unknown,no
30,blue-collar,divorced,secondary,no,0,no,yes,cellular,320,1,-1,0,unknown,no
25,management,single,tertiary,no,1098,yes,yes,cellular,425,1,-1,0,unknown,no
27,admin.,single,secondary,no,-400,no,yes,cellular,290,1,-1,0,unknown,no
26,technician,single,tertiary,no,291,no,yes,cellular,393,1,-1,0,unknown,no
25,blue-collar,single,secondary,yes,-220,no,no,cellular,152,1,-1,0,unknown,no
27,technician,single,secondary,yes,0,no,yes,cellular,732,1,-1,0,unknown,yes
29,services,single,secondary,no,1274,no,no,cellular,136,1,-1,0,unknown,no
28,unemployed,married,secondary,no,455,no,no,cellular,286,1,-1,0,unknown,no
26,admin.,single,secondary,no,-35,no,yes,cellular,304,1,-1,0,unknown,no
29,housemaid,married,primary,no,7,no,yes,cellular,240,1,-1,0,unknown,no
25,services,single,secondary,no,2,no,no,cellular,288,1,-1,0,unknown,no
25,admin.,single,secondary,no,0,no,yes,cellular,238,3,-1,0,unknown,no
28,admin.,single,secondary,no,144,no,yes,cellular,136,1,-1,0,unknown,no
26,management,single,tertiary,no,350,no,no,cellular,367,1,-1,0,unknown,no
26,self-employed,single,secondary,no,551,no,no,cellular,531,1,-1,0,unknown,yes
25,technician,single,secondary,no,0,no,yes,cellular,634,1,-1,0,unknown,yes
27,services,single,secondary,no,87,no,no,cellular,260,1,-1,0,unknown,no
25,blue-collar,married,secondary,no,101,no,yes,cellular,460,3,-1,0,unknown,yes
30,technician,married,secondary,no,139,no,yes,cellular,1046,2,-1,0,unknown,no
26,services,single,secondary,no,-90,no,yes,cellular,240,1,-1,0,unknown,no
25,technician,single,secondary,no,218,no,yes,cellular,272,1,-1,0,unknown,no
25,management,single,secondary,no,1923,no,yes,cellular,71,1,-1,0,unknown,no
28,admin.,single,unknown,no,2736,no,no,cellular,705,1,-1,0,unknown,yes
29,blue-collar,married,primary,no,50,no,no,cellular,185,2,-1,0,unknown,no
25,management,single,unknown,no,314,no,yes,cellular,455,1,-1,0,unknown,no
26,management,single,tertiary,no,33,no,yes,cellular,253,1,-1,0,unknown,no
27,entrepreneur,single,unknown,no,1007,no,no,cellular,154,1,-1,0,unknown,no
30,student,single,unknown,no,-145,no,yes,cellular,154,1,-1,0,unknown,no
25,self-employed,single,tertiary,no,-44,no,yes,cellular,201,1,-1,0,unknown,no
29,management,married,tertiary,no,0,no,yes,cellular,574,2,-1,0,unknown,no
27,management,single,tertiary,yes,0,no,yes,cellular,46,1,-1,0,unknown,no
28,housemaid,married,secondary,no,1294,yes,no,cellular,401,2,-1,0,unknown,no
26,services,single,secondary,yes,74,no,no,cellular,362,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,1177,no,yes,cellular,220,2,-1,0,unknown,no
25,technician,single,secondary,no,102,no,yes,cellular,574,2,-1,0,unknown,yes
28,blue-collar,married,secondary,no,2322,no,no,cellular,82,4,-1,0,unknown,no
28,services,married,secondary,no,510,yes,yes,cellular,1767,2,-1,0,unknown,yes
26,technician,single,secondary,no,68,no,yes,cellular,141,3,-1,0,unknown,no
25,blue-collar,married,secondary,no,4280,no,yes,cellular,148,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,517,no,yes,cellular,681,1,-1,0,unknown,yes
26,management,single,tertiary,no,8303,no,no,cellular,143,2,-1,0,unknown,no
28,management,married,tertiary,no,3694,no,yes,cellular,70,2,-1,0,unknown,no
30,services,married,secondary,no,2261,yes,yes,cellular,250,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,-478,no,yes,cellular,528,2,-1,0,unknown,no
29,technician,single,secondary,no,290,yes,yes,cellular,293,1,-1,0,unknown,no
26,blue-collar,single,secondary,yes,81,no,yes,cellular,803,2,-1,0,unknown,yes
29,technician,single,secondary,no,359,yes,no,cellular,604,1,-1,0,unknown,no
30,admin.,single,secondary,no,1249,no,no,cellular,220,4,-1,0,unknown,no
29,self-employed,single,tertiary,no,0,yes,no,cellular,231,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,1296,yes,yes,cellular,764,5,-1,0,unknown,no
25,services,single,secondary,no,628,no,no,cellular,266,1,-1,0,unknown,no
25,blue-collar,single,secondary,no,0,no,no,telephone,112,1,-1,0,unknown,no
30,admin.,divorced,secondary,no,4,no,no,cellular,61,3,-1,0,unknown,no
29,services,single,secondary,no,-32,no,yes,cellular,510,1,-1,0,unknown,no
28,management,single,tertiary,no,882,no,yes,cellular,107,2,-1,0,unknown,no
25,admin.,married,secondary,no,142,yes,no,cellular,312,2,-1,0,unknown,no
28,admin.,single,secondary,no,-126,no,yes,cellular,360,4,-1,0,unknown,no
29,services,single,secondary,no,9,no,yes,cellular,202,2,-1,0,unknown,no
27,self-employed,single,tertiary,no,108,no,yes,cellular,141,2,-1,0,unknown,no
28,management,single,unknown,no,81,no,yes,cellular,158,1,-1,0,unknown,no
28,management,single,tertiary,no,1252,yes,yes,cellular,319,4,-1,0,unknown,no
30,blue-collar,married,primary,no,307,yes,yes,cellular,117,2,-1,0,unknown,no
27,services,single,secondary,no,167,no,yes,cellular,606,2,-1,0,unknown,no
28,admin.,single,secondary,no,19,no,no,cellular,78,4,-1,0,unknown,no
30,self-employed,married,secondary,no,57,no,yes,cellular,55,2,-1,0,unknown,no
28,technician,single,secondary,no,31,no,no,cellular,323,2,-1,0,unknown,no
25,technician,divorced,secondary,no,86,no,yes,cellular,483,2,-1,0,unknown,no
30,technician,single,secondary,no,137,no,yes,cellular,517,2,-1,0,unknown,no
29,management,single,tertiary,no,640,no,no,cellular,150,2,-1,0,unknown,no
27,blue-collar,married,secondary,no,-59,no,yes,cellular,154,3,-1,0,unknown,no
26,admin.,single,secondary,no,102,no,yes,cellular,658,2,-1,0,unknown,yes
26,technician,single,secondary,no,0,no,no,cellular,362,2,-1,0,unknown,no
26,technician,married,secondary,no,370,no,yes,cellular,1061,4,-1,0,unknown,yes
26,blue-collar,single,secondary,no,-128,no,yes,cellular,392,2,-1,0,unknown,no
29,admin.,single,secondary,no,-37,yes,no,cellular,21,35,-1,0,unknown,no
27,management,married,tertiary,no,5262,no,yes,cellular,201,9,-1,0,unknown,no
30,technician,single,secondary,no,77,no,yes,cellular,82,4,-1,0,unknown,no
25,blue-collar,single,secondary,no,189,no,yes,cellular,687,2,-1,0,unknown,yes
27,services,married,secondary,no,202,yes,no,telephone,212,2,-1,0,unknown,no
28,blue-collar,married,primary,no,420,no,yes,telephone,65,3,-1,0,unknown,no
27,admin.,single,secondary,yes,-110,no,yes,cellular,90,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,224,no,yes,telephone,17,4,-1,0,unknown,no
30,services,single,secondary,no,245,no,yes,cellular,187,2,-1,0,unknown,no
26,housemaid,married,primary,no,158,no,yes,cellular,416,4,-1,0,unknown,no
27,services,single,secondary,no,-151,no,no,cellular,283,2,-1,0,unknown,no
28,entrepreneur,single,tertiary,no,283,yes,no,cellular,22,3,-1,0,unknown,no
26,blue-collar,single,primary,no,16,no,yes,cellular,249,2,-1,0,unknown,no
29,technician,single,tertiary,no,313,no,yes,cellular,227,2,-1,0,unknown,no
27,admin.,single,secondary,no,13,yes,no,telephone,103,1,-1,0,unknown,no
28,blue-collar,married,primary,no,-469,yes,no,cellular,244,3,-1,0,unknown,no
30,blue-collar,married,primary,no,374,yes,no,cellular,225,2,-1,0,unknown,no
27,management,single,tertiary,no,154,no,yes,cellular,75,1,-1,0,unknown,no
26,unemployed,single,secondary,no,111,no,no,cellular,537,1,-1,0,unknown,yes
28,self-employed,single,tertiary,no,25,no,no,cellular,618,1,-1,0,unknown,no
28,blue-collar,single,primary,no,150,no,yes,cellular,112,2,-1,0,unknown,no
30,self-employed,married,tertiary,no,5,yes,yes,cellular,99,2,-1,0,unknown,no
26,services,married,secondary,no,25,no,no,cellular,94,1,-1,0,unknown,no
30,management,married,tertiary,no,0,yes,no,cellular,127,1,-1,0,unknown,no
30,management,single,secondary,no,1090,yes,no,cellular,65,1,-1,0,unknown,no
27,services,single,secondary,no,387,no,yes,cellular,194,1,-1,0,unknown,no
30,services,single,primary,no,6,yes,yes,cellular,102,1,-1,0,unknown,no
28,services,single,secondary,no,1950,no,no,cellular,147,1,-1,0,unknown,no
29,technician,married,secondary,no,492,yes,no,cellular,259,1,-1,0,unknown,no
25,student,married,tertiary,no,0,yes,no,cellular,160,1,-1,0,unknown,no
28,self-employed,single,secondary,no,241,yes,no,cellular,275,1,-1,0,unknown,no
29,admin.,divorced,tertiary,yes,0,no,yes,cellular,426,3,-1,0,unknown,yes
28,technician,single,secondary,no,441,no,yes,cellular,171,2,-1,0,unknown,no
28,admin.,single,secondary,no,404,no,yes,cellular,188,1,-1,0,unknown,no
30,unemployed,married,secondary,no,1210,no,no,cellular,100,4,-1,0,unknown,no
25,technician,single,secondary,no,959,no,no,cellular,144,5,-1,0,unknown,no
25,services,single,secondary,no,281,no,yes,cellular,173,1,-1,0,unknown,no
29,blue-collar,single,secondary,no,1958,yes,no,cellular,643,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,214,yes,no,cellular,364,1,-1,0,unknown,no
30,admin.,married,secondary,no,350,no,yes,cellular,171,5,-1,0,unknown,no
28,blue-collar,married,secondary,no,368,yes,no,cellular,174,7,-1,0,unknown,no
26,blue-collar,married,secondary,no,1101,no,no,telephone,206,1,-1,0,unknown,no
29,management,single,tertiary,no,-223,no,yes,cellular,208,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,1,no,yes,cellular,347,1,-1,0,unknown,no
27,technician,single,secondary,no,282,no,yes,cellular,676,5,-1,0,unknown,no
27,blue-collar,single,primary,no,0,no,yes,cellular,240,2,-1,0,unknown,no
26,technician,married,secondary,no,-119,no,yes,cellular,359,5,-1,0,unknown,yes
26,blue-collar,married,secondary,no,818,no,no,cellular,226,2,-1,0,unknown,no
29,management,single,tertiary,no,0,yes,no,cellular,150,1,-1,0,unknown,no
27,blue-collar,single,secondary,no,228,no,no,cellular,799,6,-1,0,unknown,no
29,admin.,single,secondary,no,1,no,no,telephone,372,1,-1,0,unknown,no
25,management,single,tertiary,no,710,no,no,unknown,119,1,-1,0,unknown,no
27,unemployed,single,primary,no,9,no,yes,cellular,919,2,-1,0,unknown,yes
28,self-employed,married,tertiary,no,0,yes,no,unknown,139,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,155,yes,yes,cellular,1426,3,-1,0,unknown,yes
29,management,married,tertiary,no,55,yes,no,cellular,235,1,-1,0,unknown,no
30,technician,single,secondary,no,10152,yes,no,cellular,266,1,-1,0,unknown,no
27,services,single,secondary,no,-266,no,yes,cellular,162,6,-1,0,unknown,no
28,technician,divorced,secondary,no,477,yes,yes,cellular,93,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,-29,yes,no,cellular,998,4,-1,0,unknown,yes
28,blue-collar,single,secondary,no,475,no,no,telephone,30,2,-1,0,unknown,no
30,admin.,married,secondary,no,-68,yes,no,cellular,327,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,167,yes,no,cellular,255,1,-1,0,unknown,yes
29,services,married,secondary,no,13,no,no,cellular,90,1,-1,0,unknown,no
30,blue-collar,married,primary,no,-336,no,no,cellular,128,6,-1,0,unknown,no
28,blue-collar,single,secondary,yes,0,no,yes,cellular,165,1,-1,0,unknown,no
30,admin.,single,secondary,no,211,no,no,cellular,473,1,-1,0,unknown,no
30,management,married,tertiary,no,0,no,no,cellular,152,1,-1,0,unknown,no
30,services,married,secondary,no,-298,no,yes,cellular,174,1,-1,0,unknown,no
30,technician,single,tertiary,no,91,yes,yes,cellular,179,1,-1,0,unknown,no
26,services,married,secondary,no,2063,yes,yes,cellular,221,1,-1,0,unknown,no
29,technician,single,secondary,yes,-33,no,yes,cellular,171,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,0,no,no,cellular,45,1,-1,0,unknown,no
29,services,single,secondary,no,-293,no,yes,cellular,150,1,-1,0,unknown,no
28,services,married,secondary,no,72,no,yes,cellular,418,4,-1,0,unknown,no
27,blue-collar,single,secondary,no,48,no,no,cellular,152,6,-1,0,unknown,no
25,admin.,single,secondary,no,19,no,no,cellular,133,1,-1,0,unknown,no
30,services,single,secondary,no,85,yes,no,cellular,81,7,-1,0,unknown,no
29,self-employed,single,secondary,no,1186,no,no,cellular,313,1,-1,0,unknown,no
28,admin.,single,secondary,no,-170,no,yes,cellular,720,2,-1,0,unknown,yes
25,unemployed,married,tertiary,no,118,no,yes,telephone,45,1,-1,0,unknown,no
